83,Kennedy Town
82,HK
81,Sai Ying Pun
26,Sheung Wan
1,Central
2,Admiralty
27,Wan Chai
28,Causeway Bay
29,Tin Hau
30,Fortress Hill
31,North Point
32,Quarry Bay
33,Tai Koo
34,Sai Wan Ho
35,Shau Kei Wan
36,Heng Fa Chuen
37,Chai Wan
