64,Hung Hom
65,Mong Kok East
8,Kowloon Tong
67,Tai Wai
68,Sha Tin
69,Fo Tan
70,Racecourse
71,University
72,Tai Po Market
73,Tai Wo
74,Fanling
75,Sheung Shui
76,Lo Wu
78,Lok Ma Chau
